M-D,M,D,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
05-13,5,13,0.0,0.198100106974,0.23880012895200003,0.0,0.28960015638400005,0.203200109728,0.06100003294,0.32510017555399995,0.19300010422,0.058400031536,0.12700006858000001,0.340400183816,0.3150001701,0.0,,0.0,0.0,0.059050031887,0.16782866205600003,0.19555010559699998,0.27690014952600006,0.32207017391779996,0.340400183816,2023-05-13
05-14,5,14,0.0,0.175300094662,0.23370012619799999,0.0,0.274300148122,0.18290009876600002,0.048300026082,0.302300163242,0.16760009050400002,0.03050001647,0.106700057618,0.32770017695799997,0.304800164592,0.0,,0.0,0.0,0.034950018873,0.153864368801,0.171450092583,0.264150142641,0.304050164187,0.32770017695799997,2023-05-14
05-15,5,15,0.0,0.154900083646,0.22350012068999997,0.0,0.25400013716000003,0.15750008505,0.025400013716,0.27940015087599995,0.16760009050400002,0.010200005508000001,0.073700039798,0.30730016594200005,0.294600159084,0.0,,0.0,0.0,0.014000007560000001,0.139150075141,0.15620008434799998,0.24637513304250003,0.2900401566216,0.30730016594200005,2023-05-15
05-16,5,16,0.0,0.12700006858000001,0.20070010837799998,0.0,0.22350012068999997,0.13460007268399998,0.0,0.24380013165199996,0.152400082296,0.005100002754000001,0.038100020574,0.28450015363,0.28190015222599996,0.0,,0.0,0.0,0.0012750006885000002,0.12082863667599998,0.130800070632,0.21780011761199997,0.2704701460538,0.28450015363,2023-05-16
05-17,5,17,0.0,0.09910005351399999,0.17270009325799998,0.025400013716,0.215900116586,0.116800063072,0.0,0.215900116586,0.14480007819200003,0.0,0.007600004103999999,0.25650013851000003,0.26420014266799996,0.0,,0.0,0.0,0.0019000010259999998,0.108492915729,0.107950058293,0.205100110754,0.24432013193280006,0.26420014266799996,2023-05-17
05-18,5,18,0.0,0.078700042498,0.14220007678799998,0.017800009611999998,0.22100011934000002,0.12190006582599998,0.0,0.20570011107800001,0.12190006582599998,0.0,0.0,0.236200127548,0.23880012895200003,0.0,,0.0,0.0,0.0,0.098871481962,0.100300054162,0.1898251025055,0.2316401250856,0.23880012895200003,2023-05-18
05-19,5,19,0.0,0.068600037044,0.109200058968,0.0,0.208300112482,0.12450006723,0.0,0.198100106974,0.09400005076,0.0,0.0,0.218400117936,0.213400115236,0.0,,0.0,0.0,0.0,0.08817861904499999,0.08130004390199999,0.179700097038,0.2118701144098,0.218400117936,2023-05-19
05-20,5,20,0.0,0.078700042498,0.08380004525200001,0.0,0.19300010422,0.12700006858000001,0.0,0.198100106974,0.058400031536,0.0,0.0,0.19300010422,0.177800096012,0.0,,0.0,0.0,0.0,0.07927147137800002,0.06855003701699999,0.165100089154,0.19300010422,0.198100106974,2023-05-20
05-21,5,21,0.0,0.078700042498,0.053300028782,0.0,0.170200091908,0.116800063072,0.0,0.20070010837799998,0.015200008207999998,0.0,0.0,0.16760009050400002,0.152400082296,0.0,,0.0,0.0,0.0,0.068207179689,0.034250018495,0.14350007749,0.1694200914868,0.20070010837799998,2023-05-21
05-22,5,22,0.0,0.058400031536,0.020300010961999997,0.0,0.13970007543799998,0.11940006447600002,0.0,0.21080011383199998,0.010200005508000001,0.0,0.0,0.14480007819200003,0.16260008780399998,0.0,,0.0,0.0,0.0,0.061871461982,0.015250008235,0.1346250726975,0.1572600849204,0.21080011383199998,2023-05-22
05-23,5,23,0.0,0.020300010961999997,0.0,0.0,0.13970007543799998,0.09910005351399999,0.0,0.226100122094,0.0,0.010200005508000001,0.0,0.12450006723,0.165100089154,0.0,,0.0,0.0,0.0,0.05607145884999999,0.005100002754000001,0.11815006380099999,0.15748008503920002,0.226100122094,2023-05-23
05-24,5,24,0.0,0.0,0.0,0.0,0.13970007543799998,0.058400031536,0.0,0.23880012895200003,0.0,0.0,0.0,0.09650005211,0.15750008505,0.0,,0.0,0.0,0.0,0.049350026649000005,0.0,0.08697504696649999,0.1521600821664,0.23880012895200003,2023-05-24
05-25,5,25,0.0,0.0,0.0,0.0,0.137200074088,0.025400013716,0.0,0.23880012895200003,0.0,0.0,0.0,0.07110003839399999,0.154900083646,0.0,,0.0,0.0,0.0,0.044814309914,0.0,0.05967503222449999,0.1495900807786,0.23880012895200003,2023-05-25
05-26,5,26,0.0,0.0,0.0,0.0,0.12700006858000001,0.012700006858,0.0,0.23370012619799999,0.0,0.0,0.0,0.045700024677999995,0.14220007678799998,0.0,,0.0,0.0,0.0,0.040092878793,0.0,0.037450020222999994,0.1376400743256,0.23370012619799999,2023-05-26
05-27,5,27,0.0,0.0,0.0,0.0,0.116800063072,0.0,0.0,0.22100011934000002,0.0,0.0,0.0,0.03050001647,0.154900083646,0.0,,0.0,0.0,0.0,0.037371448752,0.0,0.022875012352499998,0.14347007747380003,0.22100011934000002,2023-05-27
05-28,5,28,0.0,0.0,0.0,0.0,0.104100056214,0.0,0.0,0.22100011934000002,0.0,0.0,0.0,0.020300010961999997,0.14220007678799998,0.0,,0.0,0.0,0.0,0.034828590236,0.0,0.015225008221499997,0.13077007061580004,0.22100011934000002,2023-05-28
05-29,5,29,0.0,0.0,0.0,0.0,0.09650005211,0.0,0.0,0.215900116586,0.0,0.0,0.0,0.007600004103999999,0.111800060372,0.0,,0.0,0.0,0.0,0.030842873798000003,0.0,0.005700003077999999,0.10721005789340002,0.215900116586,2023-05-29
05-30,5,30,0.0,0.0,0.0,0.0,0.076200041148,0.0,0.0,0.203200109728,0.0,0.0,0.017800009611999998,0.0,0.08380004525200001,0.0,,0.0,0.0,0.0,0.027214300410000003,0.0,0.013350007208999998,0.08152004402080001,0.203200109728,2023-05-30
05-31,5,31,0.0,0.0,0.0,0.0,0.058400031536,0.0,0.0,0.18540010011600003,0.0,0.0,0.007600004103999999,0.0,0.045700024677999995,0.0,,0.0,0.0,0.0,0.021221440031000006,0.0,0.005700003077999999,0.05459002947860001,0.18540010011600003,2023-05-31
06-01,6,1,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.1600000864,0.0,0.0,0.007600004103999999,0.0,0.020300010961999997,0.0,,0.0,0.0,0.0,0.014150007640999999,0.0,0.005700003077999999,0.017270009325800008,0.1600000864,2023-06-01
06-02,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14480007819200003,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,,0.0,0.0,0.0,0.010707148639000002,0.0,0.0,0.003570001927800006,0.14480007819200003,2023-06-02
06-03,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116800063072,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.008342861648,0.0,0.0,0.0,0.116800063072,2023-06-03
06-04,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086400046656,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006171431904,0.0,0.0,0.0,0.086400046656,2023-06-04
06-05,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06100003294,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00435714521,0.0,0.0,0.0,0.06100003294,2023-06-05
06-06,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900012366000002,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0016357151690000002,0.0,0.0,0.0,0.022900012366000002,2023-06-06
06-07,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.000542857436,0.0,0.0,0.0,0.007600004103999999,2023-06-07
06-08,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-08
06-09,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.000542857436,0.0,0.0,0.0,0.007600004103999999,2023-06-09
06-10,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0007285718220000001,0.0,0.0,0.0,0.010200005508000001,2023-06-10
06-11,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-11
06-12,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-12
06-13,6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-13
06-14,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-14
06-15,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-15
06-16,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-16
06-17,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-17
06-18,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-18
06-19,6,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-19
06-20,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-20
06-21,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-21
06-22,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-22
06-23,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-23
06-24,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-24
06-25,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-25
06-26,6,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-26
06-27,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-27
06-28,6,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-28
06-29,6,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-29
06-30,6,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30
07-01,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-01
07-02,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-02
07-03,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-03
07-04,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-04
07-05,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-05
07-06,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-06
07-07,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-07
07-08,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-08
07-09,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-09
07-10,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-10
07-11,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-11
07-12,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-12
07-13,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-13
07-14,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-14
07-15,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-15
07-16,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-16
07-17,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-17
07-18,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-18
07-19,7,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-19
07-20,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-20
07-21,7,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-21
07-22,7,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-22
07-23,7,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-23
07-24,7,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-24
07-25,7,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-25
07-26,7,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-26
07-27,7,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-27
07-28,7,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-28
07-29,7,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-29
07-30,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-30
07-31,7,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-31
